主分类代码,分类名称,料号,品名,规格,单位名称,菲林编号,开料尺寸,印刷工艺,分色信息,落料直径,材料厚度,材料宽度,材料高度,边角料重量,库存单位重量,库存单位体积,重量单位,体积单位,存货分类,单位编码,是否生效,生效日期,失效日期
卷铁,卷铁,Y40-028-0003,卷铁,T4CA-0.28×802(W)?  2.8/2.8 R2 #,吨,,0,,,0,0,0,0,,0,0,吨,立方米,通用,W015,√,2021.07.01,9999.12.31
卷铁,卷铁,Y40-025-003,卷铁,T4CA-0.25×802(W)?2.8/2.8?R2 #,吨,,,,,0,0,0,0,,0,0,吨,立方米,通用,W015,√,2021.07.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-001-0338,800g伊利中老年配方奶粉-打样大料片,T4CA-0.21×802×889  2.8/2.8 R2（武钢）,张,A001338F,398.8×176.5,白瓷+光油,四色+两专色,0,0,0,0,,"1,320.00",0.00016822,克,立方米,销售,ZHANG,√,2026.07.02,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-001-0667,800g伊利欣活中老年奶粉-打样大料片,T4CA-0.21×802×889  2.8/2.8 R2（武钢）,张,A001667F,398.8×176.5,白墨+光油,四色+四专,0,0,0,0,,"1,320.00",0.00016822,克,立方米,销售,ZHANG,√,2026.07.02,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-003-0001,502#155素罐-澳优打样大料片,T4CA 0.23×802(W)×810 2.8/2.8 R2 #,张,,,,,0,0,0,0,,"1,320.00",0.00016822,克,立方米,销售,ZHANG,√,2026.07.02,9999.12.31
401罐身涂印铁大料,401罐身涂印铁大料,T14-003-0001,401#120素罐-澳优打样大料片,T4CA-0.23×943(W)×870 2.8/2.8 R2 #,张,,,,,0,0,0,0,,"1,320.00",0.00016822,克,立方米,销售,ZHANG,√,2026.07.02,9999.12.31
马口铁,马口铁,Y20-021-0002,马口铁,T4CA-0.21×802×889  2.8/2.8 R2（武钢）,张,,,,,,0.21,802,889,,"1,544.21",0.000196715,克,立方米,销售,ZHANG,√,2025.03.18,9999.12.30
502成品罐,502成品罐,C05-001-667,欣活伊利中老年奶粉铁听 800g（贴片易撕盖减薄罐身）,502×172,罐,A001667F,398.8×176.5,白墨,四色四专,0,0,0,0,1.5,116,0.003707407,克,立方米,销售,GUAN,√,2022.10.26,9999.12.31
马口铁,马口铁,Y20-023-265,马口铁,T4CA 0.23×802(W)×810?2.8/2.8?R2 #,张,,,,,0,0.23,802,810,,"1,172.89",0,克,立方米,销售,ZHANG,√,2021.11.01,9999.03.30
502成品罐,502成品罐,C05-001-0338,800g伊利中老年配方奶粉-打样,502×172,罐,A001338F,398.8×176.5,白瓷,4色+2专,0,0.21,802,889,1.5,134,0.003531429,克,立方米,销售,GUAN,√,2022.08.16,9999.12.31
502成品罐,502成品罐,C05-001-0667,800g伊利欣活中老年奶粉-打样,502×172,罐,A001667F,398.8×176.5,白墨,四色四专,0,0,0,0,1.5,116,0.003707407,克,立方米,销售,GUAN,√,2022.10.26,9999.12.31
502成品罐,502成品罐,X05-342-0002,卓赋502#包装(7层),胶托、胶盖板，单坑瓦楞隔板、单坑覆膜纸板、缠绕膜、每层70罐、7层,套,,398.8×181,,,0,0,0,0,,0,0,克,立方米,通用,SET,√,2019.12.03,9999.12.31
502成品罐,502成品罐,X05-342-001,湖南展辉502×165胶托盘包装,胶托、胶盖板、单坑瓦楞纸板、单坑覆膜纸板、PO袋、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2021.04.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-0069,达能益生冕御力中老年奶粉罐800G大料片-打样,T4CA-0.25×802(W)×839 2.8/2.8 R2,张,A700064F,398.8×166.5,白墨,四色+专色,,0,0,802,,"1,320.52",0.00016822,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-003-0001,502#155素罐-澳优打样,502×155,罐,,398.8×158.5,,,0,0.23,158.5,398.8,1.64,144.8,0.003177778,克,立方米,销售,GUAN,√,2026.01.22,9999.12.31
401成品罐,401成品罐,C04-003-0001,401#120素罐-澳优打样,401×120,罐,,312.4×123.5,,,0,0.23,123.5,312.4,0.99,88.9,0.001906667,克,立方米,销售,GUAN,√,2023.05.11,9999.12.31
502打码易撕盖,502打码易撕盖,P25-342-0005,圣元卡迪夫 (双码40mm圆) +验证码+文字,502#-铁质-点胶-D型-环外光油内素铁-铝箔,pcs,,1,,,0,0,0,0,,0,0.000625,克,立方米,销售,pcs,√,2025.03.19,9999.12.30
502打码易撕盖,502打码易撕盖,P25-342-0004,圣元菁灿、圣元欧能达 (双码40mm圆) +验证码+文字,502#-铁质-点胶-D型-环外光油内素铁-铝箔,pcs,,1,,,0,0,0,0,,0,0.000625,克,立方米,销售,pcs,√,2025.03.19,9999.12.30
502拼版大料,502拼版大料,T95-342-0010,350g圣元欧能达拼版大料片,T4CA-0.25×802(W)×839 2.8/2.8 R2 #,张,,398.8×139,,,0,0.25,802,851,15.07,"1,320.52",0.000168,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502拼版大料,502拼版大料,T95-342-0009,350g圣元卡迪夫拼版大料片,T4CA-0.25×802(W)×839 2.8/2.8 R2 #,张,,398.8×139,,,0,0.25,802,851,15.07,"1,320.52",0.000168,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502拼版大料,502拼版大料,T95-342-0008,400g圣元菁灿拼版大料片,T4CA-0.25×802(W)×839 2.8/2.8 R2 #,张,,398.8×139,,,0,0.25,802,851,15.07,"1,320.52",0.000168,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502拼版大料,502拼版大料,T95-342-0007,700g圣元欧能达拼版大料片,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,,398.8×169,,,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502拼版大料,502拼版大料,T95-342-0004,700g圣元卡迪夫拼版大料片,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,,398.8×169,,,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502拼版大料,502拼版大料,T95-342-0003,800g圣元菁灿拼版大料片,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,,398.8×169,,,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0133,350g圣元欧能达幼儿配方奶粉（12-36月龄，3段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420133F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0133,350g圣元欧能达幼儿配方奶粉（12-36月龄，3段）小料,502×135,片,A3420133F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0133,350g圣元欧能达幼儿配方奶粉（12-36月龄，3段）,502×135,罐,A3420133F,398.8×139,白墨+珠光油,四色+三专色,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0132,350g圣元欧能达较大婴儿配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420132F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0132,350g圣元欧能达较大婴儿配方奶粉（6-12月龄，2段）小料,502×135,片,A3420132F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0132,350g圣元欧能达较大婴儿配方奶粉（6-12月龄，2段）,502×135,罐,A3420132F,398.8×139,白墨+珠光油,四色+三专色,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0131,350g圣元欧能达婴儿配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420131F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0131,350g圣元欧能达婴儿配方奶粉（0-6月龄，1段）小料,502×135,片,A3420131F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0131,350g圣元欧能达婴儿配方奶粉（0-6月龄，1段）,502×135,罐,A3420131F,398.8×139,白墨+珠光油,四色+三专色,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0130,350g圣元卡迪夫幼儿配方奶粉（12-36月龄，3段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420130F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0130,350g圣元卡迪夫幼儿配方奶粉（12-36月龄，3段）小料,502×135,片,A3420130F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0130,350g圣元卡迪夫幼儿配方奶粉（12-36月龄，3段）,502×135,罐,A3420130F,398.8×139,白墨+珠光油,四色+四专,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0129,350g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420129F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0129,350g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）小料,502×135,片,A3420129F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0129,350g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）,502×135,罐,A3420129F,398.8×139,白墨+珠光油,四色+四专,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0128,350g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420128F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0128,350g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）小料,502×135,片,A3420128F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0128,350g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）,502×135,罐,A3420128F,398.8×139,白墨+珠光油,四色+四专,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0127,400g圣元菁灿幼儿配方奶粉（12-36月龄，3段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420127F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0127,400g圣元菁灿幼儿配方奶粉（12-36月龄，3段）小料,502×135,片,A3420127F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0127,400g圣元菁灿幼儿配方奶粉（12-36月龄，3段）,502×135,罐,A3420127F,398.8×139,白墨+珠光油,四色+六专,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0126,400g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420125F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,839,15.07,"1,320.00",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0126,400g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）小料,502×135,片,A3420126F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0126,400g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）,502×135,罐,A3420126F,398.8×139,白墨+珠光油,四色+六专,0,0.25,139,398.8,1.255934,"1,320.00",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0125,400g圣元菁灿婴儿配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×839 2.8/2.8  R2,张,A3420125F001,398.8×139,白墨+珠光油,四色+四专,0,0.25,802,840,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502成品罐,502成品罐,C05-342-0125,400g圣元菁灿婴儿配方奶粉（0-6月龄，1段）,502×135,罐,A3420125F,398.8×139,白墨+珠光油,四色+六专,0,0.25,139,398.8,1.387095,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0125,400g圣元菁灿婴儿配方奶粉（0-6月龄，1段）小料,502×135,片,A3420116F001,398.8×139,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000012195,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-700-0069,达能益生冕御力中老年奶粉罐800G-打样,502×162.5,罐,,398.8×180,,,0,0,0,0,18,130.31,0.002056619,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0123,700g圣元欧能达配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420123F002,398.8×169,白墨+珠光油,四色+一专色,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0123,700g圣元欧能达配方奶粉（6-12月龄，2段）小料,502×165,片,A3420123F001,398.8×169,白墨+珠光油,四色+一专色,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0123,700g圣元欧能达较大婴儿配方奶粉（6-12月龄，2段）,502×165,罐,A3420123F,398.8×169,白墨+珠光油,四色+三专色,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0122,700g圣元欧能达配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420122F002,398.8×169,白墨+珠光油,四色+一专色,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0122,700g圣元欧能达配方奶粉（0-6月龄，1段）小料,502×165,片,A3420122F001,398.8×169,白墨+珠光油,四色+一专色,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0122,700g圣元欧能达婴儿配方奶粉（0-6月龄，1段）,502×165,罐,A3420122F,398.8×169,外彩印（色彩按菲林分色）+ 白墨,四色+三专色,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0120,700g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420120F002,398.8×169,白墨+珠光油,四色+二专色,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0120,700g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）小料,502×165,片,A3420120F001,398.8×169,白墨+珠光油,四色+二专色,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0120,700g圣元卡迪夫较大婴儿配方奶粉（6-12月龄，2段）,502×165,罐,A3420120F,398.8×169,白墨+珠光油,四色+四专,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0119,700g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420119F002,398.8×169,白墨+珠光油,四色+二专色,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0119,700g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）小料,502×165,片,A3420119F001,398.8×169,白墨+珠光油,四色+二专色,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0119,700g圣元卡迪夫婴儿配方奶粉（0-6月龄，1段）,502×165,罐,A3420119F,398.8×169,白墨+珠光油,四色+四专,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0117,800g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420117F002,398.8×169,白墨+珠光油,四色+四专,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0117,800g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）小料,502×165,片,A3420117F001,398.8×169,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0117,800g圣元菁灿较大婴儿配方奶粉（6-12月龄，2段）,502×165,罐,A3420117F,398.8×169,白墨+珠光油,四色+六专,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-0116,800g圣元菁灿婴儿配方奶粉（0-6月龄，1段）大料,T4CA-0.25×802(W)×851 2.8/2.8  R2,张,A3420116F002,398.8×169,白墨+珠光油,四色+四专,0,0.25,802,851,16.740125,"1,339.41",0.000171,克,立方米,销售,ZHANG,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-342-0116,800g圣元菁灿婴儿配方奶粉（0-6月龄，1段）-小料,502×165,片,A3420116F001,398.8×169,白墨+珠光油,四色+四专,0,0,0,0,,0,0.000014827,克,立方米,销售,PIAN,√,2026.05.22,9999.12.31
502成品罐,502成品罐,C05-342-0116,800g圣元菁灿婴儿配方奶粉（0-6月龄，1段）,502×165,罐,A3420116F,398.8×169,白墨+珠光油,四色+六专,0,0.25,169,398.8,1.674012,"1,339.41",0.000171,克,立方米,销售,GUAN,√,2026.05.21,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-060,爱他美悠熠1段直罐（800g）小料片,502×176,片,A700060F,398.8×180,白墨,四色+三专,0,0,0,0,,0,0,克,立方米,销售,PIAN,√,2023.07.24,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-061,爱他美悠熠2段直罐（800g）小料片,502×176,片,A700061F,398.8×180,白墨,四色+三专,0,0,0,0,,0,0,克,立方米,销售,PIAN,√,2023.07.24,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-041,Aptamil Goat S2 800G （爱他美卓徉）小料片,502×176,片,A700041F,398.8×180,白墨,四色+专色,0,0,0,0,,0,0.000015792,克,立方米,销售,PIAN,√,2022.11.25,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-040,Aptamil Goat S1 800G （爱他美卓徉）小料片,502×176,片,A700040F,398.8×180,白墨,四色+专色,0,0,0,0,,0,0.000015792,克,立方米,销售,PIAN,√,2022.11.25,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-037,Aptamil Goat S3 800G （爱他美卓徉）小料片,502×176,片,A700037F,398.8×180,白墨,四色+专色,0,0,0,0,,0,0.000015792,克,立方米,销售,PIAN,√,2022.11.25,9999.12.31
502拼版大料,502拼版大料,T95-700-0006,Aptamil Goat 800G （爱他美卓徉）拼版大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,426.00",0.000181653,克,立方米,销售,ZHANG,√,2026.06.01,9999.12.31
马口铁,马口铁,Y20-023-0391,马口铁,T4CA-0.23x943(W)x911 2.8/2.8 R2,张,,,,,0,0.23,943,911,,"1,255.42",0.000159927,克,立方米,通用,ZHANG,√,2023.08.01,9999.12.30
马口铁,马口铁,Y20-023-138,马口铁,T4CA-0.23×943(W)×904 2.8/2.8 R2,张,,,,,0,0.23,943,904,,"1,539.14",0,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502拼版大料,502拼版大料,T95-068-101,700克贝因美菁爱拼版大料片,T4CA-0.25×802(W)×851?2.8/2.8?R2,张,,398.8×169,,,0,0.25,851,802,16.74,"1,339.41",0.000170625,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502成品罐,502成品罐,X05-068-0004,贝因美165高6层包装,覆膜纸板、C33单坑瓦楞纸板、PO袋、缠绕膜、每层70罐、7层,套,,,,,0,0,0,0,,0,0,克,立方米,通用,SET,√,2026.05.27,9999.12.31
502底盖,502底盖,P35-000-108,单光印蓝筋点底-09#（印蓝φ75）,502,pcs,,,,,144.3,0,0,0,,0,0.00005,克,立方米,销售,pcs,√,2018.01.01,9999.12.31
