主分类代码,分类名称,料号,品名,规格,单位名称,菲林编号,开料尺寸,印刷工艺,分色信息,落料直径,材料厚度,材料宽度,材料高度,边角料重量,库存单位重量,库存单位体积,重量单位,体积单位,存货分类,单位编码,是否生效,生效日期,失效日期
502半成品罐小料片,502半成品罐小料片,D15-342-0106,卓赋800g婴儿配方奶粉罐小料片,502×169,片,A3420106F,398.8×169,白墨,四色+专色,0,0,0,0,1.5,126.8,0.000016151,克,立方米,销售,PIAN,√,2023.01.01,9999.12.31
502成品罐,502成品罐,C05-342-0108,卓赋800g幼儿配方奶粉罐,502×165,罐,A3420108F,398.8×169,白墨,四色+专色,126.5,0.25,162,398.8,1.5,126.8,0.003217959,克,立方米,销售,GUAN,√,2023.01.01,9999.12.31
502成品罐,502成品罐,C05-342-0107,卓赋800g较大婴儿配方奶粉罐,502×165,罐,A3420107F,398.8×169,白墨,四色+专色,126.5,0.25,162,398.8,1.5,126.8,0.003217959,克,立方米,销售,GUAN,√,2023.01.01,9999.12.31
502成品罐,502成品罐,C05-342-0106,卓赋800g婴儿配方奶粉罐,502×165,罐,A3420106F,398.8×169,白墨,四色+专色,126.5,0.25,162,398.8,1.5,126.8,0.003217959,克,立方米,销售,GUAN,√,2023.01.01,9999.12.31
五金用品,五金用品,F10-000-008,碎纯铜线,,克,,,,,0,0,0,0,,0,0,克,立方米,,G,√,2018.01.01,9999.12.31
502底盖,502底盖,P35-000-128,单光印蓝筋点底-08#（印蓝直径66mm）,502,pcs,,,,,144.3,0,0,0,,0,0.00005,克,立方米,通用,pcs,√,2022.04.08,9999.12.31
502胶盖,502胶盖,P55-000-0600,白金双色无标记高盖,502胶盖,pcs,,0,,"胶盖身PANTONE7509C,胶盖顶PANTONE7500C,",131,0,0,0,,55.16,0.000625,克,立方米,通用,pcs,√,2025.02.11,9999.12.31
502成品罐,502成品罐,X05-867-0001,草牧里502包装,胶托、C坑瓦楞隔板、单坑覆膜纸板、缠绕膜、每层70罐、7层,套,,398.8×181,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2019.12.03,9999.12.31
马口铁,马口铁,Y20-025-0154,马口铁,"T4CA-0.25×802(W)×881?2.8/2.8?R2?#   (武钢,一类铁）",张,,,,,0,0.25,802,881,,"1,386.63",0,克,立方米,销售,ZHANG,√,2024.07.12,9999.02.15
502成品罐,502成品罐,X05-000-170,502成品罐包装（厨邦）,胶托、C坑瓦楞隔板、单坑覆膜纸板、缠绕膜、每层70罐、7层,套,,,,,0,0,0,0,,0,0,克,立方米,通用,SET,√,2019.12.03,9999.12.31
马口铁,马口铁,Y20-030-999,打样马口铁,T3CA-0.25×925(W)×931 2.8/2.8 R2  #,张,,,,,,0.19,925,931,,"1,174.42",0,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
盖板,盖板,B20-000-001,木盖板,100×120cm,pcs,,,,,0,0,0,0,,0,0,克,立方米,,pcs,√,2018.01.01,9999.12.31
托盘,托盘,B10-000-001,木托,100×120×12cm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-034,维修费,,pcs,,,,,0,0,0,0,,0,0,克,立方米,,pcs,√,2018.01.01,9999.12.31
502成品罐,502成品罐,X05-000-026,502成品罐包装,木托、木盖板、C33单坑瓦楞纸板、PE膜、缠绕膜、每层70罐、7层,套,木托、木盖板、C33单坑瓦楞纸板、PE膜、缠绕膜、每层70罐、7层,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2018.01.01,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-867-0004,草牧里400g后生元驼乳粉小料片,502×174,片,A867004F,398.8×178,白瓷+哑油,四色+专色,0,0,0,0,,0,0.000015353,克,立方米,销售,PIAN,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-867-0004,草牧里400g后生元驼乳粉大料片,T4CA-0.25×802（W）×896  2.8/2.8 R2,张,A867004F,398.8×178,白磁+哑油,四色+专色,0,0.25,881,802,1.7,"1,394.50",0.000177643,克,立方米,销售,ZHANG,√,2023.10.01,9999.12.31
502成品罐,502成品罐,C05-867-0004,草牧里400g后生元驼乳粉,502×174,罐,A867004F,398.8×178,白瓷+哑油,四色+专色,0,0,0,0,1.699917,158.83,0.003228571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502易开盖,502易开盖,P45-000-065,铁质点胶式“O”型易撕盖（环内外素铁）（首钢铁+Amcor铝箔）,502#,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.03.30
马口铁,马口铁,Y20-023-333,马口铁,"T4CA-0.23×802(W)×732?2.8/2.8?R2?  (武钢,一类铁）",张,,,,,0,0.23,802,732,,"1,059.94",0,克,立方米,销售,ZHANG,√,2023.09.19,9999.04.01
马口铁,马口铁,Y20-023-332,马口铁,"T4CA-0.23×802(W)×913?2.8/2.8?R2 #  (武钢,一类铁）",张,,,,,0,0.23,802,913,,"1,322.03",0,克,立方米,通用,ZHANG,√,2023.09.19,9999.04.01
盖板,盖板,B20-000-100,不锈钢盖板,90×110cm,pcs,,,,,0,0,0,0,,0,0,克,立方米,,pcs,√,2018.01.01,9999.12.31
纸板,纸板,B60-000-109,A4B单坑瓦楞纸板,110×90cm,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
502底盖,502底盖,P35-213-001,单光印蓝筋点底-08#（白墨印蓝62mm）赋码底盖（正面二维码，反面字符串）（安琪纽特）,502,pcs,,,,,144.3,0,0,0,,29.9,0.00005,克,立方米,销售,pcs,√,2022.02.10,9999.04.30
502成品罐,502成品罐,X05-000-505,安琪90×110成品包装,胶托.胶盖板.A4B单坑瓦楞纸板.缠绕膜（机膜）.打包带.每层54罐.共6层,套,,,,,0,0,0,0,,0,0,克,立方米,通用,SET,√,2018.01.01,9999.12.31
盖板,盖板,B10-000-036,安琪专用胶盖板,110×90×2（cm）(长×宽×高）,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-213-110,安琪纽特900g富硒高钙中老年配方奶粉罐大料铁,T4CA-0.23×802(W)×732 2.82.8 R2,张,A213110F,398.8×181.5,白墨,四色+三专色,0,0.23,913,802,15.17,"1,322.03",0.000182646,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-213-110,安琪纽特900g富硒高钙中老年配方奶粉罐,502×177,罐,A213110F,398.8×181.5,白墨,四色+三专色,0,0,0,0,1.517342,130.69,0.003228571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
401底盖,401底盖,P34-000-078,单光印蓝筋点底-23#(印蓝ф 62mm) （0.23）,401,pcs,,,,,115.6,0,0,0,,0,0.000035357,克,立方米,通用,pcs,√,2020.12.21,9999.12.31
盖板,盖板,B20-000-003,胶盖板,1000×1200mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
托盘,托盘,B20-000-036,安琪专用胶托,110×90×14（cm）(长×宽×高）,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
其它包材类,其它包材类,B90-000-001,塑料打包带,18×0.96mm,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
薄膜,薄膜,B40-000-012,PO袋,0.025×1240×1040×1400mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
纸板,纸板,B60-000-060,A3B单坑瓦楞纸板,900×1100,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
薄膜,薄膜,B40-000-001,PE膜,0.03×1800×1600mm,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-213-109,400g安琪纽特酵母蛋白粉运动营养食品（补充蛋白质类）大料铁,T4CA-0.25×802（W）×776  2.8/2.8 R2,张,A213109F,398.8×154mm,白墨,四色+一专色,0,0.25,776,802,16.08,"1,219.79",0.0001606,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
菲林印刷辅材,菲林印刷辅材,F40-000-077,稀释剂60598,,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
502成品罐,502成品罐,X05-213-000,安琪502*150包装,502安琪专用胶托、胶盖板、C33单坑瓦楞纸板、PE膜、PO袋、缠绕膜、每层54罐、7层品罐,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2018.01.01,9999.12.31
502易开盖,502易开盖,P45-000-016,铁质点胶式“D”型易撕盖（环外光油内素铁）,502,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-213-109,400g安琪纽特酵母蛋白粉运动营养食品（补充蛋白质类）,502×150,罐,A213109F,398.8*154,白墨,四色+一专,0,0,0,0,1.60925,120.37,0.000002,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
盖板,盖板,B20-000-023,不锈钢盖板（达能）,长1200×宽1000×厚30mm（材质304不锈钢）,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2022.12.01,9999.12.31
五金用品,五金用品,F10-000-003,红色纯铜线,φ1.38,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
其它包材类,其它包材类,B90-000-027,黄色塑料打包带（手用）,14.5mm×1.05mm     10KG,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
菲林印刷辅材,菲林印刷辅材,F40-000-074,食用酒精,,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
托盘,托盘,B10-000-062,铁托盘,810×830×125mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2023.03.01,9999.12.30
502罐身涂印铁大料,502罐身涂印铁大料,T15-000-008,502#打样大料片1-贝因美,T4CA-0.23x802(W)x866?2.8/2.8?R2#,张,,398.8×180,白瓷+过光油，内素铁,四色+两专,0,0.23,906,802,,"1,253.40",0.000167121,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
502半成品罐小料片,502半成品罐小料片,D15-700-047,Aptamil Goat S3 400G （爱他美卓徉）小料片,502×116,片,A700047F,398.8×120,白墨,四色+专色,0,0,0,0,,0,0.000010528,克,立方米,销售,PIAN,√,2022.11.25,9999.12.31
服务性料品,服务性料品,9-000-024,服务费,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-023,油卡费用,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-022,物料消耗品,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-021,劳保用品,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-020,低值易耗品,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
服务性料品,服务性料品,9-000-019,文具用品,,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502打码易撕盖,502打码易撕盖,P25-000-006,中间35mm圆赋码前易撕盖,502#-铁质-拉舌-O型-环内外素铁-铝箔,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2022.09.29,9999.12.31
纸箱,纸箱,B50-000-050,502#底盖纸箱（飞鹤专用）,A=B 42×28×20.5cm(内尺寸）,个,,,,,0,0,0,0,,0,0,克,立方米,通用,PIECE,√,2023.06.15,9999.12.31
薄膜,薄膜,B40-000-026,透明拉伸膜（手用）,0.02×450mm,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
马口铁,马口铁,Y20-023-172,马口铁,T4CA-0.23×802(W)×854 2.8/2.8 R2 #,张,,,,,0,0.23,802,854,,"1,236.60",0,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
薄膜,薄膜,B40-000-007,PVC热收缩袋,0.03×240×460mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
薄膜,薄膜,B40-000-017,PO袋,0.035×2400×2000mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502成品罐,502成品罐,X05-943-001,湖南乳宝斋502×165胶托盘包装,胶托、胶盖板、单坑瓦楞纸板、单坑覆膜纸板、PO袋、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2021.04.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-342-104,800g卓赋幼儿配方奶粉（12-36月龄，3段）大料片,T4CA  0.23×802(W)×854 2.8/2.8 R2,张,A342104F,398.8×169.5,白瓷,四色+专蓝,0,0.23,854,802,,"1,236.60",0.000157529,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-342-104,800g卓赋幼儿配方奶粉（12-36月龄，3段）,502×165,罐,A342104F,398.8×169.5,白瓷,四色+专蓝,0,0,0,0,1.614478,122.046,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
马口铁,马口铁,Y20-023-021,马口铁,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,,,,,0,0.23,802,829,,"1,200.40",0,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502拼版大料,502拼版大料,T95-700-004,达能502×116无滚筋系列拼版大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,,398.8×120,,,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
服务性料品,服务性料品,9-000-053,废小料片,废小料片,公斤,,,,,0,0,0,0,,0,0,公斤,立方米,通用,W013,√,2018.01.01,9999.12.31
401成品罐,401成品罐,X04-516-001,合生元401×125.8成品包装,胶托、胶盖板 、单坑瓦楞纸板、单坑覆膜纸板、缠绕膜、川字胶托、121罐、7层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2021.04.01,9999.12.31
502易开盖,502易开盖,P45-000-019,铁质点胶式“D”型易撕盖（环内外素铁，无加强筋）,502,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502打码易撕盖,502打码易撕盖,P25-516-001,合生元（双码35mm圆）,502#-铁质-点胶-D型-环内外素铁-铝箔,pcs,,,,,0,0,0,0,,0,0.000177643,克,立方米,销售,pcs,√,2022.09.29,9999.03.30
白磁,白磁,H21-000-069,翔远FC2900-0-5435白磁油,,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2021.04.01,9999.12.31
光油,光油,H24-000-022,翔远?FC1900-5?光油,,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2021.11.07,9999.12.31
马口铁,马口铁,Y20-021-366,马口铁,T4CA-0.21×943(W)×911 2.8/2.8 R2 #,张,,,,,0,0.21,943,911,,"1,397.53",0.000178029,克,立方米,销售,ZHANG,√,2019.05.01,9999.05.15
马口铁,马口铁,Y20-023-240,马口铁,T4CA-0.23×802(W)×894 2.8/2.8 R2 #,张,,,,,0,0.23,802,894,,"1,294.52",0,克,立方米,销售,ZHANG,√,2021.10.01,9999.12.31
马口铁,马口铁,Y20-025-071,马口铁,T4CA-0.25×802(W)×810?2.8/2.8?R2,张,,,,,0,0.25,802,810,,"1,274.88",0,克,立方米,销售,ZHANG,√,2020.05.13,9999.12.31
401打码易撕盖,401打码易撕盖,P24-516-001,合生元（双码35mm圆）,401#-铁质-点胶-D型-环内外素铁-铝箔,pcs,,,,,0,0,0,0,,0,0.00000001,克,立方米,销售,pcs,√,2022.10.01,9999.10.31
502成品罐,502成品罐,X05-516-003,合生元502×155胶托盘包装,胶托、胶盖板、单坑瓦楞纸板、单坑覆膜纸板、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2023.06.01,9999.12.31
502成品罐,502成品罐,X05-516-002,合生元502×160胶托盘包装,胶托、胶盖板、单坑瓦楞纸板、单坑覆膜纸板、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2023.06.01,9999.12.31
502成品罐,502成品罐,X05-516-001,合生元502×173.1胶托盘包装,胶托、胶盖板、单坑瓦楞纸板、单坑覆膜纸板、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2021.04.01,9999.12.31
401罐身涂印铁大料,401罐身涂印铁大料,T14-516-026,合生元可贝思亲呵350克幼儿配方羊奶粉 （12-36月龄，3段）大料片,T4CA  0.21×943×911,张,A516026F,312.4×129.3,白瓷,四色+四专,0,0.21,911,943,,"1,416.18",0.000180405,克,立方米,销售,ZHANG,√,2023.06.08,9999.12.31
401罐身涂印铁大料,401罐身涂印铁大料,T14-516-025,合生元可贝思亲呵350克较大婴儿配方羊奶 粉（6-12月龄，2段）大料片,T4CA  0.21×943×911,张,A516025F,312.4×129.3,白瓷,四色+四专,0,0.21,911,943,,"1,416.18",0.000180405,克,立方米,销售,ZHANG,√,2023.06.08,9999.12.31
401罐身涂印铁大料,401罐身涂印铁大料,T14-516-060,合生元可贝思亲呵350克婴儿配方羊奶粉 （0-6月龄，1段）大料片,T4CA-0.23x943(W)x911 2.8/2.8 R2,张,A516060F,312.4×129.3,白瓷,四色+四专,0,0.21,911,943,,"1,416,182.00",0.000180405,克,立方米,销售,ZHANG,√,2023.06.08,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-020,满乐900g幼儿配方奶粉（12-36月 龄，3段）大料片,T4CA-0.23×802(W)×894 2.8/2.8 R2,张,A516020F,398.8×177.6,白瓷,四色+三专,0,0.23,894,802,,"1,294.52",0.000164907,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-019,满乐900g较大婴儿配方奶粉（6-12月 龄，2段）大料片,T4CA-0.23×802(W)×894 2.8/2.8 R2,张,A516019F,398.8×177.6,白瓷,四色+三专,0,0.23,894,802,,"1,294.52",0.000164907,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-012,合生元贝素贝加900g幼儿配方奶粉（12-36月 龄，3段）大料片,T4CA-0.23×802(W)×894 2.8/2.8 R2,张,A516012F,398.8×177.6,白瓷,四色+三专,0,0.23,894,802,,"1,294.52",0.000164907,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-045,合生元满乐700克较大婴儿配方奶粉（6-12月龄，2段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516045F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.08.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-044,合生元满乐700克婴儿配方奶粉（0-6月龄，1段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516044F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.08.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-029,合生元派星天呵700g幼儿配方奶粉大料片（12-36月龄，3段）,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516029F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.07.04,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-028,合生元派星天呵700g较大婴儿配方奶粉（6-12月龄，2段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516028F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.07.04,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-027,合生元派星天呵700g婴儿配方奶粉（0-6月龄，1段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516027F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.07.04,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-024,合生元可贝思亲呵700克较大婴儿配方羊奶粉（6-12月龄，2段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516024F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.05.31,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-022,合生元可贝思亲呵700克幼儿配方羊奶粉（12-36月龄，3段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516022F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.05.31,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-018,满乐900g婴儿配方奶粉（0-6月龄，1段）大料片,T4CA-0.23×802(W)×894 2.8/2.8 R2,张,A516018F,398.8×177.6,白瓷,四色+三专,0,0.23,894,802,,"1,294.52",0.000164907,克,立方米,销售,ZHANG,√,2021.10.13,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-065,合生元800g金装儿童成长奶粉4段大料片,T4CA-0.25×802(W)×810 2.8/2.8 R2#,张,A516065F,398.8×159,白墨,四色+二专,0,0.25,801,802,,"1,260.71",0.000160601,克,立方米,销售,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-063,合生元可贝思亲呵700克婴儿配方羊奶粉 （0-6月龄，1段）大料片,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516063F,398.8×164.5mm,白瓷,四色+三专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.05.31,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-516-023,合生元满乐700克幼儿配方奶粉（12-36月龄，3段）,T4CA-0.23×802(W)×829 2.8/2.8 R2,张,A516023F,398.8×164.5mm,白瓷,四色+四专,0,0.23,829,802,,"1,200.40",0.000152917,克,立方米,销售,ZHANG,√,2023.08.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-044,Nutrilon Goat S3 400G （诺优羊 ）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700044F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-042,Nutrilon Goat S1 400G （诺优羊 ）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700042F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-037,Aptamil Goat S3 800G （爱他美卓徉）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700037F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-041,Aptamil Goat S2 800G （爱他美卓徉）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700041F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-036,Nutrilon Goat S3 800G （诺优羊 ）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700036F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
