主分类代码,分类名称,料号,品名,规格,单位名称,菲林编号,开料尺寸,印刷工艺,分色信息,落料直径,材料厚度,材料宽度,材料高度,边角料重量,库存单位重量,库存单位体积,重量单位,体积单位,存货分类,单位编码,是否生效,生效日期,失效日期
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-039,Nutrilon Goat S2 800G （诺优羊 ）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700039F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-038,Nutrilon Goat S1 800G （诺优羊 ）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700038F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-047,Aptamil Goat S3 400G （爱他美卓徉）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700047F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-046,Aptamil Goat S2 400G （爱他美卓徉）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700046F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-045,Aptamil Goat S1 400G （爱他美卓徉）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700045F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-043,Nutrilon Goat S2 400G （诺优羊 ）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700043F,398.8×120,白墨,四色+专色,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
服务性料品,服务性料品,9-000-008,生产废铁边角料,,公斤,,,,,0,0,0,0,,0,0,公斤,立方米,通用,W013,√,2017.01.01,9999.12.31
502成品罐,502成品罐,X05-700-005,欧比佳（达能）502×116胶托包装（倒盖川字胶托）,胶托、胶盖板、川字胶托、单坑瓦楞纸板、单坑覆膜纸板 、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-059,爱他美悠熠3段直罐（400g）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700059F,398.8×120,白墨,四色+三专,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-063,爱他美悠熠2段直罐（400g）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700063F,398.8×120,白墨,四色+三专,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
服务性料品,服务性料品,9-000-029,废铁（不合格底盖）,,公斤,,,,,0,0,0,0,,0,0,公斤,立方米,通用,W013,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-061,爱他美悠熠2段直罐（800g）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700061F,398.8×180,白墨,四色+三专,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
502成品罐,502成品罐,X05-700-004,欧比佳（达能）502×176胶托包装（倒盖川字胶托）,胶托、胶盖板、川字胶托、单坑瓦楞纸板、单坑覆膜纸板 、70罐、6层,套,,,,,0,0,0,0,,0,0,克,立方米,销售,SET,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-060,爱他美悠熠1段直罐（800g）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700060F,398.8×180,白墨,四色+三专,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
菲林印刷辅材,菲林印刷辅材,F40-000-076,稀释剂50779,,KG,,1,,,1,1,1,1,,0,1,克,立方米,通用,KG,√,2018.01.01,9999.12.31
外补涂剂,外补涂剂,H32-000-001,焊缝外补涂溶剂（PPG2875-801）,18KG,KG,,1,,,1,1,1,1,,0,1,克,立方米,通用,KG,√,2018.01.01,9999.12.31
光油,光油,H24-000-006,大东润 DR6060E-5 哑油,,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
底油,底油,H22-000-037,翔远FC9900-0底油,底油,公斤,,,,,0,0,0,0,,0,0,克,立方米,通用,W013,√,2022.07.20,9999.08.20
底油,底油,H22-000-035,儒林 BS-UV-3025S 底油,200kg桶,公斤,,,,,0,0,0,0,,0,0,克,立方米,通用,W013,√,2018.01.01,9999.12.31
马口铁,马口铁,Y20-025-090,马口铁,T4CA-0.25×802(W)×906 2.8/2.8 R2 #,张,,,,,0,0.25,802,906,,"1,425.98",0,克,立方米,销售,ZHANG,√,2021.06.01,9999.12.31
光油,光油,H24-000-044,儒林BS-1088H-6光油,光油,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2020.10.21,2024.07.30
马口铁,马口铁,Y20-025-095,马口铁,T4CA-0.25×802(W)×846?2.8/2.8?R2 #,张,,,,,0,0.25,802,846,,"1,331.54",0,克,立方米,销售,ZHANG,√,2021.09.09,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-062,爱他美悠熠1段直罐（400g）大料片,T4CA-0.25×802(W)×846 2.8/2.8 R2,张,A700062F,398.8×120,白墨,四色+三专,0,0.25,846,802,,"1,331.54",0.000169623,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
服务性料品,服务性料品,9-000-051,固定资产,服务性料品-所有客户-051,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
502底盖,502底盖,P35-000-121,单光印蓝筋点底-32#（印蓝φ70),502,pcs,,,,,144.3,0,0,0,,0,0.00005,克,立方米,通用,pcs,√,2021.10.13,9999.12.31
纸板,纸板,B60-000-001,A4B单坑瓦楞纸板,1000×1200mm,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-040,Aptamil Goat S1 800G （爱他美卓徉）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700040F,398.8×180,白墨,四色+专色,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2022.11.25,9999.12.31
502罐身涂印铁大料,502罐身涂印铁大料,T15-700-057,爱他美悠熠3段直罐（800g）大料片,T4CA-0.25×802(W)×906 2.8/2.8 R2,张,A700057F,398.8×180,白墨,四色+三专,0,0.25,906,802,,"1,425.98",0.000181653,克,立方米,销售,ZHANG,√,2023.07.24,9999.12.31
薄膜,薄膜,B40-000-009,拉伸膜机用,0.020×500mm透明,KG,,1,,,1,1,1,1,,0,1,克,立方米,通用,KG,√,2018.01.01,9999.12.31
其它包材类,其它包材类,B90-000-037,黄色塑料打包带（全自动机）,14.5×0.85mm   12kg,KG,,,,,0,0,0,0,,0,0,克,立方米,通用,KG,√,2018.01.01,9999.12.31
其它包材类,其它包材类,B90-000-045,B3B纸皮扣(天盒）,120×100×5cm,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
托盘,托盘,B10-000-004,胶托,1000×1200×140mm,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2018.01.01,9999.12.31
托盘,托盘,B10-000-046,川字胶托,1200*1000*145MM,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2022.12.01,9999.12.31
纸板,纸板,B60-000-105,K5B单坑覆膜纸板,1200*1000,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
纸板,纸板,B60-000-040,C33单坑外围纸板,2300×1100mm,张,,,,,0,0,0,0,,0,0,克,立方米,通用,ZHANG,√,2018.01.01,9999.12.31
502易开盖,502易开盖,P45-000-054,铁质无点胶D型拉舌易撕盖（中间35mm小圆）,502,pcs,,,,,0,0,0,0,,0,0,克,立方米,通用,pcs,√,2022.08.01,9999.10.31
502成品罐,502成品罐,C05-516-012,合生元贝素贝加900g幼儿配方奶粉（12-36月 龄，3段）,502×173.1,罐,A516012F,398.8×177.6,白瓷,四色+三专,0,0,0,0,1.574251,127.878,0.002967429,克,立方米,销售,GUAN,√,2021.10.13,9999.12.31
502成品罐,502成品罐,C05-516-028,合生元派星天呵700g较大婴儿配方奶粉（6-12月龄，2段）,502×160,罐,A516028F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.07.04,9999.12.31
502成品罐,502成品罐,C05-516-027,合生元派星天呵700g婴儿配方奶粉（0-6月龄，1段）,502×160,罐,A516027F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.07.04,9999.12.31
502成品罐,502成品罐,C05-516-024,合生元可贝思亲呵700克较大婴儿配方羊奶粉（6-12月龄，2段）,502×160,罐,A516024F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.05.31,9999.12.31
502成品罐,502成品罐,C05-516-022,合生元可贝思亲呵700克幼儿配方羊奶粉（12-36月龄，3段）,502×160,罐,A516022F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.05.31,9999.12.31
502成品罐,502成品罐,C05-516-018,满乐900g婴儿配方奶粉（0-6月龄，1段）,502×173.1,罐,A516018F,398.8×177.6,白瓷,四色+三专,0,0,0,0,1.574251,127.878,0.002967429,克,立方米,销售,GUAN,√,2021.10.13,9999.12.31
502成品罐,502成品罐,C05-516-020,满乐900g幼儿配方奶粉（12-36月 龄，3段）,502×173.1,罐,A516020F,398.8×177.6,白瓷,四色+三专,0,0,0,0,1.574251,127.878,0.002967429,克,立方米,销售,GUAN,√,2021.10.13,9999.12.31
502成品罐,502成品罐,C05-516-019,满乐900g较大婴儿配方奶粉（6-12月 龄，2段）,502×173.1,罐,A516019F,398.8×177.6,白瓷,四色+三专,0,0,0,0,1.574251,127.878,0.002967429,克,立方米,销售,GUAN,√,2021.10.13,9999.12.31
401成品罐,401成品罐,C04-516-026,合生元可贝思亲呵350克幼儿配方羊奶粉 （12-36月龄，3段）,401×125.8,罐,A516026F,312.4×129.3,白瓷,四色+四专,0,0.21,943,911,0.848842,66.588,0.000180405,克,立方米,销售,GUAN,√,2024.05.01,9999.12.31
401成品罐,401成品罐,C04-516-025,合生元可贝思亲呵350克较大婴儿配方羊奶 粉（6-12月龄，2段）,401×125.8,罐,A516025F,312.4×129.3,白瓷,四色+四专,0,0.21,943,911,0.848842,66.588,0.000180405,克,立方米,销售,GUAN,√,2024.05.01,9999.12.31
401成品罐,401成品罐,C04-516-060,合生元可贝思亲呵350克婴儿配方羊奶粉 （0-6月龄，1段）,401×125.8,罐,A516060F,312.4×129.3,白瓷,四色+四专,0,0.21,943,911,0.848842,66.588,0.000180405,克,立方米,销售,GUAN,√,2024.05.01,9999.12.31
502成品罐,502成品罐,C05-516-063,合生元可贝思亲呵700克婴儿配方羊奶粉 （0-6月龄，1段）,502×160,罐,A516063F,398.8×164.5,白瓷,四色+三专,0,0,0,0,1.594617,136.5,0.002967429,克,立方米,销售,GUAN,√,2023.05.31,9999.12.31
502成品罐,502成品罐,C05-516-023,合生元满乐700克幼儿配方奶粉（12-36月龄，3段）,502×160,罐,A516023F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.08.01,9999.12.31
502成品罐,502成品罐,C05-516-045,合生元满乐700克较大婴儿配方奶粉（6-12月龄，2段）,502×160,罐,A516045F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.08.01,9999.12.31
502成品罐,502成品罐,C05-516-044,合生元满乐700克婴儿配方奶粉（0-6月龄，1段）,502×160,罐,A516044F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.08.01,9999.12.31
502成品罐,502成品罐,C05-516-029,合生元派星天呵700g幼儿配方奶粉（12-36月龄，3段）,502×160,罐,A516029F,398.8×164.5,白瓷,四色+四专,0,0,0,0,1.594617,118.445,0.002967429,克,立方米,销售,GUAN,√,2023.07.04,9999.12.31
502成品罐,502成品罐,C05-516-065,合生元800g金装儿童成长奶粉4段,502×155,罐,A516065F,398.8×159,白墨,四色+二专,0,0.25,801,802,1.630837,124.441,0.000160601,克,立方米,销售,GUAN,√,2023.05.31,9999.12.31
502成品罐,502成品罐,C05-700-009,欧素力800g婴儿配方奶粉（0-6个月龄，1段）鼓形罐,502×160,罐,A700009F,420.8×165,白磁,四色,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-010,欧素力800g较大婴儿配方奶粉（6-12月龄，2段）鼓形罐,502×160,罐,A700010F,420.8×165,白磁,四色,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-011,欧素力800g幼儿配方奶粉（12-36月龄，3段）鼓形罐,502×160,罐,A700011F,420.8×165,白磁,四色,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-003,欧比佳408g果乐多奶米粉,502×165,罐,A700003F,398.8×169mm,白磁,四色+专蓝,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-004,欧比佳408g复合营养奶米粉,502×165,罐,A700004F,398.8×169mm,白磁,四色+专蓝,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-005,欧比佳408g经典原味奶米粉,502×165,罐,A700005F,398.8×169mm,白磁,四色+专蓝,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-012,欧比佳800g可唯安婴儿配方奶粉（0-6月龄，1段）鼓形罐,502×160,罐,A700012F,420.8×165,白磁,四色+1797c+871c,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-013,欧比佳800g可唯安较大婴儿配方奶粉（6-12月龄，2段）鼓形罐,502×160,罐,A700013F,420.8×165,白磁,四色+1797c+871c,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-014,欧比佳800g可唯安幼儿配方奶粉（12-36月龄，3段）鼓形罐,502×160,罐,A700014F,420.8×165mm,白磁,四色+1797c+871c,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-015,欧比佳800g羊滋滋婴儿配方羊奶粉（0-6月龄，1段）鼓形罐,502×160,罐,A700015F,420.8×165mm,白磁,四色+7728C+3375C+871C,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-016,欧比佳800g羊滋滋较大婴儿配方羊奶粉（6-12月龄，2段）鼓形罐,502×160,罐,A700016F,420.8×165mm,白磁,四色+7728C+3375C+871C,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-017,欧比佳800g羊滋滋幼儿配方羊奶粉（12-36月龄，3段）鼓形罐,502×160,罐,A700017F,420.8×165mm,白磁,四色+7728C+3375C+871C,0,0,0,0,,0,0.002742857,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-002,欧比佳408g多维多矿奶米粉,502×165,罐,A700002F,398.8×169mm,白磁,四色+专蓝,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-025,欧比佳疏糖膳典800g中老年羊奶粉罐,502×160,罐,A700025F,420.8×165mm,白墨,四色+透绿,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-024,欧比佳502×160素铁罐（缩颈罐）,502×160,罐,A700024F,420.8×165mm,,,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-023,欧比佳悦贝彤800g儿童成长配方奶粉罐,502×160,罐,A700023F,420.8×165mm,白磁,四色,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-021,欧比佳悦贝高800g儿童成长配方奶粉罐,502×160,罐,A700021F,420.8×165mm,白磁,四色,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-020,欧比佳高呦高儿童成长配方奶粉罐,502×160,罐,A700020F,420.8×165mm,白磁,四色,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-019,欧比佳美优骼800g儿童成长配方奶粉罐,502×160,罐,A700019F,420.8×165mm,白磁,四色,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-018,小羊高高800g儿童配方羊奶粉,502×160,罐,A700018F,420.8×165mm,白磁,四色,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-022,欧比佳800g羊滋滋儿童配方奶粉（3-12岁儿童）,502×165,罐,A700022F,398.8×169.5mm,白磁,四色+7728C+3375C+871C,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-045,Aptamil Goat S1 400G （爱他美卓徉）,502×116,罐,A700045F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-044,Nutrilon Goat S3 400G （诺优羊 ）,502×116,罐,A700044F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-043,Nutrilon Goat S2 400G （诺优羊 ）,502×116,罐,A700043F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-042,Nutrilon Goat S1 400G （诺优羊 ）,502×116,罐,A700042F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-029,敢迈冕御力中老年奶粉罐800g（鼓形罐）,502×160,罐,A700029F,420.8×165mm,白瓷,四色+专蓝底+专蓝,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-028,敢迈芯锐力中老年羊奶粉罐800g（鼓形罐）,502×160,罐,A700028F,420.8×165mm,白瓷,四色+专蓝底+专红,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-027,欧比佳白瓷罐,502×160,罐,A700027F,420.8×165mm,白瓷,,0,0,0,0,,0,0.002828571,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-026,欧素力800g倍盈养营养配方羊奶粉罐,502×160,罐,A700026F,420.8×165mm,白墨,四色+透绿,0,0,0,0,,0,0.003,克,立方米,销售,GUAN,√,2018.01.01,9999.12.31
502成品罐,502成品罐,C05-700-037,Aptamil Goat S3 800G （爱他美卓徉）,502×176,罐,A700037F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-046,Aptamil Goat S2 400G （爱他美卓徉）,502×116,罐,A700046F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-047,Aptamil Goat S3 400G （爱他美卓徉）,502×116,罐,A700047F,398.8×120,白墨,四色+专色,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-038,Nutrilon Goat S1 800G （诺优羊 ）,502×176,罐,A700038F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-039,Nutrilon Goat S2 800G （诺优羊 ）,502×176,罐,A700039F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-036,Nutrilon Goat S3 800G （诺优羊 ）,502×176,罐,A700036F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-040,Aptamil Goat S1 800G （爱他美卓徉）,502×176,罐,A700040F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-041,Aptamil Goat S2 800G （爱他美卓徉）,502×176,罐,A700041F,398.8×180,白墨,四色+专色,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2022.11.25,9999.12.31
502成品罐,502成品罐,C05-700-059,悠熠3段直罐（400g）,502×116,罐,A700059F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-060,悠熠1段直罐（800g）,502×176,罐,A700060F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-061,悠熠2段直罐（800g）,502×176,罐,A700061F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-057,悠熠3段直罐（800g）,502×176,罐,A700057F,398.8×180,白墨,四色+三专,0,0,0,0,1.721505,140.876,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-062,悠熠1段直罐（400g）,502×116,罐,A700062F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
502成品罐,502成品罐,C05-700-063,悠熠2段直罐（400g）,502×116,罐,A700063F,398.8×120,白墨,四色+三专,0,0,0,0,1.192639,93.917,0.00327252,克,立方米,销售,GUAN,√,2023.07.24,9999.12.31
